symbol,percentage,number_of_dates
SZG,17.63,58
VGS,17.63,58
SIC,17.65,46
VHH,17.65,43
DMN,17.8,50
PTO,17.8,23
S27,17.83,8
MCP,17.95,34
CCI,18.0,56
SGP,18.03,58
ART,18.07,58
STT,18.08,11
PTV,18.12,58
PVO,18.13,58
PEC,18.14,45
TVW,18.18,41
VE3,18.19,56
CKV,18.21,28
CKG,18.25,58
BOT,18.27,58
DID,18.38,58
ANV,18.39,58
VC7,18.4,58
PXT,18.42,58
CT6,18.44,46
L18,18.44,58
PCF,18.53,53
SDX,18.54,11
DAG,18.55,58
GDW,18.6,21
HID,18.67,58
HTG,18.68,58
DPS,18.8,11
DAH,18.85,58
LDG,18.86,58
CLM,18.89,40
CC4,18.92,30
BWA,18.94,23
HCT,18.96,12
HAH,18.98,58
TNW,19.03,23
HAR,19.11,58
SP2,19.15,10
CEO,19.16,58
VNX,19.2,9
VVN,19.22,6
C4G,19.26,58
KTT,19.29,52
DXG,19.34,58
HLB,19.35,18
TTF,19.36,58
SKG,19.44,58
CTC,19.49,58
AAS,19.51,58
LCM,19.57,58
ANT,19.65,58
HSA,19.65,7
PSE,19.67,58
DCM,19.75,58
OCH,19.76,58
VRC,19.79,58
DAC,19.81,28
HLY,19.81,11
CTW,19.84,26
DPM,19.88,58
EIC,19.88,58
TPH,19.93,16
DGW,19.96,58
PVC,20.03,58
HUT,20.04,58
TH1,20.16,11
DQC,20.27,58
PBT,20.3,32
CID,20.38,50
FDC,20.41,54
DPG,20.46,58
CSV,20.47,58
LAS,20.57,58
OGC,20.62,58
VMC,20.72,58
FHS,20.73,19
DXV,20.74,58
BIG,20.75,54
BKH,20.78,16
E29,20.79,56
L14,20.79,58
PCE,20.79,57
YEG,20.84,58
SDA,20.87,58
BVN,21.03,34
TNS,21.03,58
KTC,21.08,35
QBS,21.13,58
VPC,21.13,11
PMB,21.15,58
HJC,21.21,41
KST,21.27,44
FRT,21.41,58
IDI,21.44,58
PJS,21.44,12
PRO,21.44,56
PXI,21.53,58
NKG,21.55,58
CEN,21.68,58
JVC,21.71,58
VTD,21.79,58
BAF,21.8,58
ITQ,21.93,58
PFL,21.93,58
HLS,22.06,15
TSD,22.07,27
LHC,22.19,58
NBC,22.26,58
CI5,22.32,48
PDC,22.41,54
KSF,22.57,58
NSH,22.59,58
VOS,22.76,58
DIG,22.86,58
VKC,22.88,58
HPI,22.97,11
IDJ,23.18,58
PTC,23.18,58
VWS,23.23,38
BKC,23.29,58
BT1,23.36,24
BMJ,23.43,38
CIG,23.57,58
NHV,23.64,58
TVA,23.77,21
KAC,24.16,7
VQC,24.19,26
LMC,24.22,16
SGC,24.47,16
VCT,24.52,11
LWS,24.57,12
DDV,24.66,58
VE2,24.79,28
SGD,24.89,48
HDM,24.95,36
CMF,25.12,4
GTD,25.23,24
VXB,25.31,58
THS,25.58,30
DXL,25.7,26
VNA,25.71,58
VBC,25.75,56
E12,26.02,8
AGM,26.05,58
IHK,26.23,42
UCT,26.23,15
SQC,26.25,32
SMT,26.31,58
SAP,26.34,29
TNP,26.43,8
VTI,26.52,9
PMP,26.57,46
CCT,26.59,38
LGM,26.86,32
FRM,26.95,6
WTC,27.28,56
BMG,27.66,4
GER,27.89,31
PBP,28.19,58
NTT,28.37,29
BII,28.46,58
TVG,28.82,3
TGG,29.08,58
NAW,29.22,12
VGL,30.44,22
LMI,30.46,12
DCF,30.75,49
POB,31.8,16
BMN,32.37,13
ECI,32.42,30
CC1,34.48,57
NAU,35.68,36
BBH,35.88,27
XMD,36.28,35
VUA,37.2,43
VLA,48.64,45
