symbol,percentage,number_of_dates
ITQ,19.48,64
HNB,19.49,39
VIN,19.53,54
HEV,19.58,33
DPG,19.59,64
DVC,19.6,30
PGT,19.69,59
SHG,19.69,12
CBI,19.71,64
LCG,19.73,64
SJF,19.75,64
TKU,19.75,52
PTT,19.78,28
TOS,19.8,17
VND,19.82,61
HDC,19.84,64
IDJ,19.84,64
DDV,19.87,64
SZC,19.87,64
TBD,19.87,14
HEJ,19.91,47
MA1,19.91,41
DGW,19.94,64
LAS,19.98,64
KHL,20.0,12
PWS,20.0,18
VSG,20.0,12
WSS,20.0,64
DIG,20.02,64
TOT,20.17,49
HNM,20.23,12
SRT,20.27,51
VEC,20.32,60
VE4,20.33,37
MSH,20.4,64
LAI,20.46,20
POV,20.49,52
LIC,20.5,42
APG,20.55,64
DTA,20.57,64
VST,20.57,12
VHE,20.59,64
HAC,20.64,64
DTV,20.68,7
DDN,20.73,64
KTS,20.75,60
VIW,20.75,36
NBB,20.77,64
TNG,20.84,64
NSH,20.86,64
SHS,20.93,64
VTQ,20.94,13
DLR,21.09,5
PXM,21.11,12
GGG,21.14,12
BMV,21.17,8
VFR,21.17,51
TTS,21.2,28
L14,21.28,64
TV6,21.28,45
TJC,21.31,49
BCG,21.5,64
KHS,21.5,58
BT6,21.54,12
TTL,21.61,55
HBH,21.65,40
IPA,21.73,63
TCI,21.78,64
PRC,21.8,9
CKG,21.9,64
MEC,21.9,11
SCO,21.92,6
VNP,21.94,64
PLC,21.95,64
VNF,21.99,55
NWT,22.0,3
BHT,22.06,10
SWC,22.06,64
TBH,22.13,6
BWA,22.18,23
DCM,22.2,64
VES,22.22,12
VC3,22.23,64
CT6,22.24,16
VPA,22.27,64
VMG,22.31,48
VMD,22.37,64
LMH,22.4,31
NTT,22.58,8
WTC,22.6,60
BVN,22.63,23
SDY,22.65,12
VVN,22.66,8
JOS,22.69,9
CI5,22.74,39
TLI,22.74,9
TVA,22.77,12
DFF,22.86,59
VPC,22.86,12
AAV,22.87,64
NDT,22.93,64
L44,23.0,12
S74,23.0,32
PAP,23.01,40
SMC,23.03,64
STG,23.04,64
DAC,23.12,4
TGG,23.21,64
TVB,23.32,61
FRT,23.34,64
MTA,23.36,43
VXB,23.38,15
DND,23.49,41
HLS,23.74,9
EVS,23.76,64
SSG,23.76,53
PCE,23.77,62
DXP,23.79,64
RAT,23.99,6
TNH,24.03,64
TSD,24.04,9
PND,24.08,37
BED,24.09,18
NBC,24.19,64
CDP,24.4,64
BII,24.42,64
FTS,24.61,64
VLG,24.82,63
NVB,24.89,64
SVG,24.92,63
VLW,24.95,10
PHS,25.1,51
DAH,25.18,64
L18,25.24,64
TCO,25.25,64
PHP,25.27,64
BCC,25.67,64
SMT,25.77,42
DTI,25.84,24
SNC,25.92,14
CEN,25.95,64
VPG,25.95,64
DTG,26.04,19
QLT,26.23,17
VNA,26.32,64
IHK,26.47,12
TCD,26.48,64
ICF,26.57,23
VLF,26.67,12
PTL,26.7,64
PVV,26.79,39
HRB,26.87,17
CCP,27.01,40
SGP,27.13,64
NHP,27.14,12
DPM,27.3,64
TNS,27.31,64
HAF,27.69,11
VGS,28.06,64
VOS,28.22,64
BMS,28.29,64
TW3,28.31,32
HAH,28.54,64
VC2,29.15,64
DKC,29.31,8
PTH,30.75,14
MGC,32.16,45
SPC,32.9,53
HFB,33.5,13
DPS,34.0,12
IDP,34.02,5
NJC,35.29,12
BLN,36.12,25
PCM,37.08,10
HDA,39.22,64
MVN,39.4,59
SSH,56.03,40
