symbol,percentage,number_of_dates
VFS,19.03,62
BTB,19.07,53
SPP,19.09,12
KLB,19.16,62
HPG,19.17,62
ABB,19.18,62
VGP,19.21,31
HBH,19.22,30
PCG,19.24,40
PVV,19.25,62
NDC,19.27,48
CCA,19.33,13
EIN,19.34,62
HD6,19.35,35
HTT,19.41,12
SBL,19.5,51
SD8,19.5,7
CQN,19.54,47
HOT,19.58,35
DFC,19.67,27
PDR,19.68,62
VNI,19.75,12
SCO,19.86,7
YTC,19.89,13
BCP,19.92,23
HDO,20.0,12
L43,20.0,43
LCM,20.06,61
DLG,20.09,62
HSG,20.18,62
EVS,20.2,62
ORS,20.26,62
BSG,20.28,39
MEC,20.3,12
CDP,20.32,45
NWT,20.34,7
ILC,20.39,41
DL1,20.42,59
LM3,20.43,12
TIG,20.44,62
BSQ,20.46,47
LAI,20.6,24
DP1,20.65,51
CQT,20.66,47
LPB,20.75,62
HSV,20.93,45
ABS,20.94,62
V15,21.11,12
PJS,21.15,19
HMC,21.34,62
ATG,21.43,7
KLF,21.45,62
BWA,21.49,34
EIB,21.53,62
BT6,21.54,12
CT6,21.59,17
CNT,21.63,45
DAH,21.64,62
SIG,21.67,59
DVG,21.72,61
PND,21.73,39
VPB,21.75,62
HEP,21.77,37
VND,21.84,60
FTS,21.93,62
POB,21.94,21
FHS,21.96,13
AVF,22.0,12
SIC,22.0,33
CDO,22.09,62
DHB,22.12,5
DPD,22.12,12
CYC,22.14,12
TSD,22.24,27
SRB,22.38,62
CRE,22.44,62
TCI,22.46,62
QLT,22.61,6
ADS,22.66,62
LMH,22.84,12
VPG,22.97,62
S27,23.0,10
VHE,23.07,62
PVH,23.13,12
DCF,23.5,22
CNN,23.52,12
S72,23.57,38
SVG,23.68,42
HKP,23.72,38
RGC,23.77,58
VST,23.85,12
TTG,24.05,47
TBD,24.13,31
PMT,24.16,23
HAF,24.34,57
TLH,24.4,62
PIS,24.45,35
RCC,24.55,23
HEC,24.68,38
BMN,24.69,7
NDF,24.78,12
FRC,24.98,25
JOS,25.0,12
NTB,25.0,12
V11,25.0,12
BMV,25.05,5
KMR,25.05,62
ECI,25.07,14
MHC,25.08,62
ACM,25.21,62
MPT,25.24,39
TGG,25.34,62
VNT,25.44,43
APL,25.51,18
KSV,25.76,61
LMI,25.94,3
IME,25.98,10
DCS,26.11,12
PMW,26.11,11
CTW,26.23,9
DCR,26.25,51
CTN,26.4,12
TID,26.42,62
VC5,26.5,12
AAT,26.52,62
AMD,26.67,62
ATB,27.14,21
EME,27.33,8
SCC,27.46,51
KHL,27.5,12
PCN,27.5,25
BVN,27.62,32
NOS,27.69,12
PCM,27.94,9
HVA,28.27,56
NVL,28.32,62
PEC,28.57,26
TSC,28.61,62
DDM,28.75,12
BLN,28.81,6
SGO,28.89,12
HLA,29.09,12
STL,29.29,12
PTP,29.36,10
HSI,29.44,24
SKN,29.46,24
AGM,29.57,62
KCB,29.71,62
TTS,29.77,37
BIO,29.78,46
G20,30.0,12
HAM,30.57,12
CAD,30.71,12
BVL,30.97,14
DAC,31.01,32
HLY,31.06,20
SPB,31.32,12
ATA,31.67,12
SHI,32.02,62
PLA,32.75,28
VPC,33.04,12
SSG,33.3,13
TOP,33.57,12
ASA,33.81,12
VTQ,34.13,10
MEL,34.81,54
DIH,35.35,52
HLB,35.67,13
THS,35.67,43
VIE,37.05,35
BTH,37.6,26
SCG,37.64,55
CBI,38.03,61
DRG,38.33,39
DTL,42.04,44
