symbol,date,close,percentage,lowest,highest
ABS,2022-11-23,5.54,0.0,5.54,71.18
ACG,2022-11-23,33.4,0.0,33.4,78.71
APT,2022-11-11,1.7,0.0,1.7,5.4
ART,2022-11-18,1.3,0.0,1.3,25.21
BCV,2021-12-03,21.5,0.0,21.5,21.5
CEG,2022-10-21,3.9,0.0,3.9,17.12
DKC,2022-02-15,1.25,0.0,1.25,17.56
DMN,2022-11-23,4.9,0.0,4.9,28.7
FSO,2019-07-31,11.5,0.0,11.5,15.0
GH3,2022-10-05,9.2,0.0,9.2,9.2
GLC,2021-07-01,10.0,0.0,10.0,11.7
HNR,2021-10-07,12.0,0.0,12.0,20.0
HPX,2022-11-23,11.3,0.0,11.3,40.5
HVG,2022-11-18,1.3,0.0,1.3,22.8
LDW,2019-09-19,12.67,0.0,12.67,12.67
LGM,2022-11-23,5.6,0.0,5.6,28.5
LNC,2021-07-22,9.96,0.0,9.96,9.96
MDA,2022-06-02,9.0,0.0,9.0,9.0
MQB,2018-07-18,9.18,0.0,9.18,9.18
NDW,2022-09-07,10.0,0.0,10.0,10.0
NLS,2021-07-01,4.45,0.0,4.45,18.67
NVL,2022-11-23,23.6,0.0,23.6,94.36
PEG,2022-11-22,5.1,0.0,5.1,14.5
PXC,2021-12-17,0.5,0.0,0.5,0.5
QNT,2022-11-22,3.1,0.0,3.1,13.4
QNW,2022-09-29,10.1,0.0,10.1,10.1
RCD,2022-11-18,1.8,0.0,1.8,30.29
SCY,2022-11-21,10.0,0.0,10.0,10.0
SHX,2022-11-22,4.0,0.0,4.0,20.0
SVH,2019-11-15,6.0,0.0,6.0,13.3
TH1,2022-11-18,3.5,0.0,3.5,64.33
THI,2022-11-23,20.0,0.0,20.0,39.16
THN,2019-04-03,3.73,0.0,3.73,3.73
TIE,2022-11-23,2.0,0.0,2.0,22.84
VBG,2021-04-13,5.65,0.0,5.65,8.47
VCE,2017-07-25,8.0,0.0,8.0,8.0
VKP,2017-01-13,0.3,0.0,0.3,44.0
VPW,2022-01-21,6.45,0.0,6.45,6.45
VSF,2022-11-18,3.7,0.0,3.7,12.0
X77,2017-02-17,0.3,0.0,0.3,0.3
LTC,2022-11-18,1.2,0.14,1.1,73.93
BOT,2022-11-23,3.0,0.16,2.9,63.0
S96,2022-11-18,0.6,0.24,0.2,170.0
SQC,2022-11-18,3.1,0.24,2.7,167.4
AGF,2022-11-18,2.1,0.26,1.9,77.09
AIC,2022-11-23,7.3,0.3,7.2,33.0
VKC,2022-11-23,1.4,0.32,1.3,30.8
SD7,2022-11-23,4.3,0.38,2.4,494.4
LO5,2022-11-18,1.0,0.47,0.9,21.16
L44,2022-11-18,0.7,0.48,0.6,20.73
VAT,2022-11-18,1.0,0.49,0.9,20.27
KLF,2022-11-18,0.7,0.51,0.6,19.7
KSH,2022-11-18,0.8,0.51,0.3,97.5
CLG,2022-11-18,1.0,0.52,0.77,43.83
DIC,2022-11-18,1.1,0.55,0.8,54.22
MPT,2022-11-18,0.9,0.59,0.8,16.96
FBA,2017-07-07,0.9,0.6,0.7,33.5
LUT,2022-11-18,1.9,0.6,1.5,67.0
SDB,2022-11-11,1.2,0.61,0.9,49.5
TDH,2022-11-23,2.97,0.61,2.3,109.74
LDP,2022-11-23,4.5,0.62,4.16,55.0
TIN,2022-11-23,13.8,0.62,13.5,48.6
HAI,2022-09-08,1.58,0.65,1.38,31.0
YEG,2022-11-23,8.65,0.65,6.42,343.4
CTC,2022-11-23,1.6,0.69,1.4,28.89
SD6,2022-11-23,2.5,0.69,1.9,86.76
EFI,2022-11-18,1.8,0.7,1.5,43.03
CEN,2022-11-23,3.3,0.74,2.1,162.27
DCT,2022-11-18,0.8,0.74,0.4,54.0
NSS,2021-01-27,4.0,0.75,3.97,4.0
VC5,2022-11-18,0.9,0.75,0.6,40.01
PVE,2022-11-18,2.6,0.78,1.1,191.77
SPP,2022-11-18,0.6,0.85,0.3,35.14
ITA,2022-11-23,3.07,0.86,1.73,156.37
NRC,2022-11-23,5.5,0.87,5.22,32.19
TS4,2022-11-18,1.5,0.87,1.3,22.9
PCF,2022-11-22,2.4,0.88,2.3,11.3
PPI,2022-11-18,0.6,0.89,0.3,33.63
SD3,2022-11-23,3.1,0.89,1.16,217.95
DCS,2022-11-18,0.8,0.9,0.3,55.3
C92,2022-11-23,2.2,0.91,1.7,54.83
HKB,2022-11-18,0.7,0.91,0.4,33.0
CTN,2022-11-18,1.0,0.94,0.1,96.15
NTB,2022-11-18,0.6,0.95,0.2,42.0
HLA,2022-11-18,0.6,1.0,0.1,50.0
PVA,2022-11-18,1.4,1.0,0.2,119.9
V15,2022-11-18,0.6,1.0,0.1,49.9
SDY,2022-11-18,2.4,1.03,1.4,97.0
AMD,2022-11-23,1.07,1.04,0.81,25.05
HDO,2022-11-18,0.6,1.04,0.2,38.4
HSI,2022-11-18,1.2,1.04,0.7,48.0
CAG,2022-11-23,7.6,1.05,6.4,114.7
TBH,2022-11-18,9.1,1.07,7.9,112.2
SCJ,2022-11-23,2.8,1.08,1.5,120.63
V21,2022-11-23,3.6,1.15,3.0,52.31
CIP,2022-11-23,1.9,1.17,1.5,34.3
LCS,2022-08-05,2.2,1.17,1.7,42.76
CRC,2022-11-23,5.0,1.18,4.75,21.19
DL1,2022-11-23,2.9,1.23,2.1,65.24
MCG,2022-11-23,2.0,1.23,1.27,59.5
SSM,2022-11-23,3.1,1.23,2.59,41.61
STH,2022-11-23,5.3,1.27,5.0,23.7
SDP,2022-11-18,1.4,1.28,0.8,46.8
SDD,2022-11-23,2.3,1.29,1.4,70.0
B82,2022-11-18,0.6,1.35,0.3,22.29
V11,2022-11-18,0.6,1.35,0.1,37.0
CMC,2022-11-23,4.9,1.44,2.7,152.4
BCA,2022-11-23,4.8,1.47,4.5,20.4
ITQ,2022-11-23,2.3,1.49,1.7,40.22
SID,2022-11-23,7.6,1.53,6.8,52.31
AVF,2022-11-18,0.6,1.55,0.2,25.88
FTM,2022-11-23,1.4,1.57,1.0,25.45
PVR,2022-11-18,1.6,1.6,1.1,31.3
KTC,2022-11-23,7.0,1.61,6.6,24.92
STL,2022-11-18,2.0,1.62,0.4,99.0
PIV,2022-11-18,1.1,1.63,0.3,49.1
HSV,2022-11-23,3.6,1.66,3.1,30.13
ICF,2022-11-23,1.7,1.67,0.6,65.8
TV6,2022-11-23,2.4,1.67,1.9,30.0
SB1,2022-11-21,6.5,1.72,6.09,23.82
HNG,2022-11-23,4.1,1.74,3.5,34.5
NDF,2022-11-18,1.0,1.76,0.3,39.8
TTZ,2022-11-18,2.1,1.79,1.59,28.57
HMR,2022-11-23,6.5,1.85,6.0,27.0
SD2,2022-11-23,4.1,1.85,2.48,87.53
E12,2022-11-23,4.9,1.94,4.1,41.2
PAS,2022-11-23,4.0,1.96,3.5,25.5
AAT,2022-11-23,5.13,2.03,4.7,21.19
KVC,2022-11-23,1.4,2.03,0.6,39.48
QBS,2022-11-23,1.75,2.03,1.3,22.22
SD1,2022-11-18,1.4,2.05,0.5,43.9
KMR,2022-11-23,2.64,2.07,1.82,39.67
CDO,2022-11-18,1.5,2.12,0.7,37.8
MPY,2022-08-23,7.0,2.16,6.84,7.4
POM,2022-11-23,4.02,2.16,3.24,36.12
GTT,2022-11-18,0.6,2.17,0.2,18.4
PVL,2022-11-23,2.0,2.17,1.0,46.0
LEC,2022-11-23,6.65,2.18,5.87,35.8
VHE,2022-11-23,2.7,2.19,2.1,27.34
DTH,2022-11-11,13.6,2.24,13.25,15.6
S12,2022-11-18,3.4,2.26,0.2,141.66
SVD,2022-11-23,2.74,2.27,2.33,18.09
TTB,2022-11-23,2.5,2.27,1.93,25.09
ABC,2022-11-18,4.8,2.31,4.2,26.01
RIC,2022-11-23,7.2,2.31,3.72,150.86
PCH,2022-11-23,4.0,2.33,3.6,17.2
MIC,2022-11-23,12.1,2.36,2.2,420.0
PIT,2022-11-23,3.9,2.4,2.7,50.0
TVC,2022-11-23,4.0,2.4,3.3,29.2
PRT,2022-11-18,9.7,2.43,8.8,37.1
NHP,2022-11-18,0.8,2.44,0.3,20.46
VHG,2022-11-23,1.9,2.46,0.36,62.71
ATA,2022-11-18,1.2,2.49,0.1,44.1
DLG,2022-11-23,1.87,2.51,1.21,26.26
VE9,2022-11-23,1.6,2.51,1.1,19.94
TS3,2022-11-23,3.6,2.53,3.1,19.8
PSH,2022-11-23,5.02,2.55,4.24,30.63
HVN,2022-11-23,9.23,2.59,8.01,47.15
SDA,2022-11-23,6.7,2.59,1.7,192.85
BMC,2022-11-23,10.75,2.64,5.04,216.07
BVS,2022-11-23,14.1,2.64,5.83,313.06
PXI,2022-11-23,2.1,2.64,1.3,30.31
DVG,2022-11-23,2.9,2.66,2.2,26.3
TLD,2022-11-23,2.9,2.66,2.31,22.14
LM7,2022-11-23,2.3,2.67,1.9,14.96
TGG,2022-11-23,2.87,2.75,0.74,77.4
SCC,2022-11-22,2.5,2.76,0.4,76.0
QCG,2022-11-23,4.06,2.77,2.86,43.28
BIG,2022-11-23,11.0,2.78,9.9,39.5
CAD,2022-11-18,0.8,2.79,0.2,21.5
PXM,2022-11-18,0.8,2.8,0.1,25.0
S99,2022-11-23,6.6,2.88,2.52,141.9
HVH,2022-11-23,4.66,2.9,3.95,24.45
FID,2022-11-23,1.5,2.94,0.8,23.83
IRC,2022-03-25,8.18,2.94,7.93,8.51
SVG,2022-11-23,4.6,2.97,3.25,45.5
BNW,2021-05-06,8.72,2.98,8.46,8.72
L12,2022-11-23,3.4,2.98,2.61,26.5
NS2,2022-11-22,6.6,2.98,5.5,36.96
VLF,2022-11-18,1.1,2.99,0.3,26.8
BKG,2022-11-23,3.75,3.03,3.22,17.5
TTF,2022-11-23,4.02,3.03,1.73,75.58
AAV,2022-11-23,3.6,3.04,2.6,32.85
BTV,2022-11-23,9.0,3.04,7.6,46.0
HQC,2022-11-23,2.04,3.06,0.94,35.89
TTA,2022-11-23,8.65,3.07,8.0,21.18
DPS,2022-11-18,0.7,3.08,0.1,19.51
HHG,2022-11-23,1.5,3.12,0.9,19.21
APH,2022-11-23,7.02,3.13,5.17,59.04
BIO,2022-11-17,18.1,3.15,13.1,158.71
ASG,2022-11-22,25.25,3.23,23.8,44.83
SDJ,2022-11-11,4.2,3.24,0.7,108.0
TCR,2022-11-23,2.66,3.25,1.29,42.1
PXS,2022-11-23,3.2,3.28,2.2,30.47
MCO,2022-11-23,3.9,3.29,1.2,82.0
PV2,2022-11-23,2.1,3.33,1.5,18.0
PVY,2022-11-18,1.3,3.39,1.1,5.9
TNI,2022-11-23,2.84,3.41,2.34,14.65
BVG,2022-11-23,1.6,3.42,0.8,23.4
HII,2022-11-23,4.3,3.45,3.67,18.26
CMI,2022-11-18,2.3,3.46,0.6,49.09
MKP,2022-11-23,27.7,3.46,24.5,92.36
HTT,2022-11-18,1.1,3.48,0.5,17.25
TOS,2022-11-16,34.0,3.52,31.0,85.34
BHN,2022-11-23,44.65,3.54,37.97,188.96
BQB,2022-11-23,3.7,3.54,3.0,19.8
E29,2022-11-23,4.5,3.58,3.72,21.8
HLG,2022-11-11,4.0,3.59,2.3,47.34
TBR,2022-11-23,7.0,3.63,6.0,27.56
ACM,2022-11-18,0.7,3.66,0.3,10.94
HID,2022-11-23,2.75,3.68,1.74,27.46
HAR,2022-11-23,3.3,3.69,2.03,34.4
TA3,2022-10-20,5.7,3.7,5.1,16.2
TXM,2022-11-22,3.9,3.7,1.81,56.48
DZM,2022-11-18,3.5,3.71,1.6,51.22
LIG,2022-11-23,3.3,3.72,2.5,21.52
SHG,2022-11-18,2.2,3.73,1.7,13.4
BAB,2022-11-23,13.2,3.76,12.0,31.88
VGG,2022-11-23,30.5,3.76,28.2,61.16
SDT,2022-11-23,3.0,3.82,2.11,23.29
BAL,2022-11-22,6.4,3.86,5.1,33.67
JVC,2022-11-23,2.98,3.87,2.0,25.3
BT6,2022-10-07,4.0,3.89,0.7,84.83
SD8,2022-10-28,1.9,3.91,0.1,46.0
TAR,2022-11-23,9.1,3.91,7.3,46.0
KHG,2022-11-23,4.46,3.92,3.78,17.34
CIA,2022-11-23,9.7,3.93,8.0,43.24
SGO,2022-11-18,0.7,4.03,0.1,14.9
TTH,2022-11-23,1.9,4.08,1.5,9.8
ACS,2022-11-22,5.7,4.1,4.9,19.5
BII,2022-11-23,1.9,4.11,0.5,34.1
NAF,2022-11-23,7.9,4.11,6.49,34.3
PVX,2022-11-18,2.3,4.14,0.6,41.1
SRB,2022-11-23,1.7,4.14,0.5,29.0
UNI,2022-11-23,8.3,4.14,2.79,133.14
MTS,2022-11-22,9.7,4.23,8.6,26.03
DRH,2022-11-23,3.07,4.26,0.83,52.63
LGL,2022-11-23,2.62,4.26,1.23,32.66
FLC,2022-09-08,3.57,4.29,2.43,26.56
KSQ,2022-11-23,1.6,4.29,1.0,14.0
MBG,2022-11-23,3.9,4.3,1.6,53.52
HHP,2022-11-23,9.05,4.4,8.25,18.17
ATB,2022-11-18,0.9,4.46,0.4,11.2
MVC,2022-11-23,4.8,4.46,4.0,17.94
PLO,2022-11-18,1.9,4.48,1.6,6.7
BKC,2022-11-23,8.0,4.53,4.5,77.3
DXS,2022-11-23,5.68,4.55,4.04,36.05
HAG,2022-11-23,7.35,4.55,2.4,108.76
MGR,2022-11-21,8.5,4.58,7.4,24.0
SSN,2022-11-23,3.2,4.58,2.1,24.0
EIN,2022-11-23,3.3,4.63,1.86,31.1
PLX,2022-11-23,26.65,4.64,22.95,79.78
JOS,2022-11-18,1.2,4.65,1.0,4.3
ADG,2022-11-23,29.1,4.66,26.2,62.26
TKC,2022-11-23,2.6,4.68,1.34,26.9
LDG,2022-11-23,4.0,4.69,2.63,29.2
NTF,2022-08-18,21.0,4.69,18.7,49.0
STT,2022-11-18,2.0,4.69,1.3,14.91
PGT,2022-11-23,3.1,4.73,2.3,16.9
TVN,2022-11-23,4.4,4.78,3.4,20.9
LG9,2022-11-21,5.1,4.89,3.5,32.7
CTA,2022-11-18,1.5,4.92,0.1,28.47
BVB,2022-11-23,7.7,4.93,6.3,28.4
L40,2022-11-23,17.0,5.03,14.4,51.72
SGB,2022-11-23,12.1,5.12,10.8,25.4
DVM,2022-11-23,13.9,5.13,12.7,23.4
ILC,2022-11-23,7.6,5.13,1.7,115.01
LSS,2022-11-23,5.69,5.14,3.77,37.37
DAH,2022-11-23,3.62,5.19,2.68,18.1
HSL,2022-11-23,3.7,5.22,2.65,20.11
VNB,2022-11-23,7.0,5.22,5.2,34.5
ALV,2022-11-23,3.1,5.24,1.6,28.63
PXA,2022-11-18,1.3,5.25,0.5,15.23
GEE,2022-11-23,24.0,5.31,21.3,50.84
HAS,2022-11-23,7.9,5.32,3.22,88.0
SD4,2022-11-23,3.4,5.33,1.93,27.59
TNS,2022-11-23,2.3,5.33,1.5,15.0
GIC,2022-11-23,11.4,5.35,10.0,26.19
CGV,2022-11-23,2.5,5.44,1.7,14.7
TAN,2021-01-22,55.1,5.44,52.1,55.1
G20,2022-11-18,0.8,5.49,0.1,12.76
SD9,2022-11-23,5.8,5.51,2.53,59.37
MTG,2022-11-23,3.3,5.55,1.6,30.61
HEJ,2022-11-23,11.1,5.57,7.07,72.3
DST,2022-11-23,4.4,5.6,0.8,64.32
IVS,2022-11-23,4.3,5.61,3.01,23.0
LIC,2022-11-23,13.8,5.63,4.3,168.7
DGT,2022-11-18,8.0,5.68,1.76,109.8
CID,2022-11-16,6.0,5.7,1.5,78.93
XLV,2022-10-24,6.8,5.76,6.0,13.89
DTI,2022-11-17,5.6,5.79,4.3,22.45
NAB,2022-11-23,7.9,5.83,6.5,24.0
NED,2022-11-23,4.6,5.84,3.7,15.4
SJS,2022-11-23,40.4,5.86,7.02,569.35
HVX,2022-11-23,2.45,5.89,1.87,9.85
CEO,2022-11-23,11.5,5.9,5.6,100.0
ODE,2022-11-23,40.8,5.92,35.6,87.8
DDM,2022-11-18,3.2,5.94,0.3,48.8
DFF,2022-11-23,14.7,5.96,12.5,36.9
BHC,2022-11-11,2.3,6.0,0.8,25.0
PTV,2022-11-23,4.2,6.0,2.7,25.0
BNA,2022-11-23,13.1,6.01,10.15,49.1
HUB,2022-11-23,13.05,6.04,9.79,54.0
H11,2022-11-23,3.6,6.11,2.44,19.0
VVS,2022-11-23,17.1,6.11,15.5,26.2
PLP,2022-11-23,4.16,6.13,3.01,18.75
PAI,2022-06-22,13.0,6.15,11.9,17.9
LPT,2022-11-23,9.0,6.16,6.9,34.07
VFR,2022-11-21,6.8,6.16,2.3,73.11
MNB,2022-11-21,19.5,6.18,16.97,40.91
HNM,2022-11-18,6.7,6.26,2.2,71.88
VE1,2022-11-23,3.6,6.29,1.4,35.0
DXV,2022-11-23,4.05,6.3,2.13,30.49
PWA,2022-11-23,3.9,6.31,2.5,22.2
NOS,2022-11-18,1.1,6.34,0.2,14.2
VTR,2022-11-18,23.9,6.34,17.7,97.8
VNH,2022-11-23,1.8,6.36,0.3,23.6
MEC,2022-11-18,5.5,6.43,0.5,77.77
TCD,2022-11-23,5.5,6.46,3.58,29.7
VSN,2022-11-23,26.0,6.58,20.0,91.12
MIM,2022-11-18,4.2,6.59,2.14,31.26
ONW,2022-08-26,4.4,6.59,3.3,16.7
VAB,2022-11-23,6.4,6.6,5.1,19.69
FIT,2022-11-23,3.49,6.63,2.13,20.52
LCM,2022-11-23,2.3,6.63,0.55,26.38
MTC,2022-09-08,7.9,6.72,7.1,11.9
OIL,2022-11-23,7.2,6.73,5.4,26.74
TVP,2022-11-23,18.5,6.75,11.75,100.0
VHM,2022-11-23,44.4,6.77,38.32,89.82
FHN,2022-08-01,15.5,6.78,13.0,36.89
SJF,2022-11-23,3.1,6.81,1.14,28.8
VSG,2022-11-18,1.8,6.82,0.3,22.0
FCM,2022-11-23,3.36,6.85,2.44,13.44
PPY,2022-11-23,6.9,6.86,5.4,21.85
DTC,2022-11-23,7.0,6.88,1.95,73.35
VTJ,2022-11-22,2.9,6.94,2.05,12.24
PMP,2022-11-23,8.7,6.97,5.83,41.18
TVB,2022-11-23,3.68,7.04,1.6,29.53
XMC,2022-11-23,6.8,7.1,4.11,37.88
AGE,2022-11-18,13.0,7.12,11.7,18.27
MGC,2022-11-23,4.1,7.12,2.94,16.3
BTS,2022-11-23,5.4,7.18,2.53,39.95
DAC,2022-10-10,8.5,7.21,2.3,86.0
TOP,2022-11-18,1.3,7.21,0.2,15.26
KHD,2022-11-21,5.9,7.24,3.37,34.95
APS,2022-11-23,6.2,7.33,1.58,63.0
KIP,2022-11-17,9.8,7.35,6.83,40.42
PHH,2022-11-18,7.0,7.37,2.53,60.62
AGM,2022-11-23,10.25,7.38,5.6,63.0
KSD,2022-11-23,5.7,7.38,1.2,61.0
DXL,2022-11-09,5.4,7.41,1.4,53.96
KHL,2022-11-18,0.9,7.48,0.1,10.7
DNN,2017-08-14,1.87,7.49,1.73,1.87
LSG,2022-11-23,7.1,7.5,5.9,16.0
SBS,2022-11-23,4.1,7.5,0.8,44.0
L14,2022-11-23,32.2,7.57,0.35,420.89
SVN,2022-11-23,4.5,7.64,1.1,44.5
AAS,2022-11-23,8.3,7.65,5.3,39.2
APC,2022-11-23,14.6,7.67,7.47,93.0
SJM,2022-11-17,6.8,7.72,0.5,81.6
HHS,2022-11-23,3.5,7.74,2.2,16.79
CTP,2022-11-23,4.0,7.76,1.9,27.05
TCH,2022-11-23,7.94,7.76,5.31,33.9
VBB,2022-11-23,7.8,7.8,6.0,23.07
TSC,2022-11-23,3.3,7.84,1.1,28.07
XMD,2022-11-23,7.5,7.84,2.17,68.0
VPA,2022-11-23,2.9,7.86,1.8,14.0
KKC,2022-11-23,5.5,7.87,2.41,39.27
SCR,2022-11-23,4.87,7.88,2.75,26.9
ABB,2022-11-23,7.3,7.89,5.8,19.0
BLF,2022-09-09,3.2,7.89,1.7,19.0
PTC,2022-11-23,5.0,7.99,1.14,48.34
CCR,2022-11-23,11.2,8.0,6.94,53.23
AMP,2022-10-11,10.9,8.03,8.82,25.9
SPM,2022-11-23,14.85,8.09,9.53,65.79
PXT,2022-11-23,3.1,8.1,0.93,26.8
MCM,2022-11-23,37.9,8.11,31.8,75.17
SGT,2022-11-23,9.6,8.13,1.31,102.0
FCC,2022-05-13,7.5,8.18,6.6,11.0
LLM,2022-11-23,8.9,8.19,6.63,27.72
CII,2022-11-23,11.95,8.2,6.9,61.6
PDC,2022-11-23,4.9,8.22,2.5,29.2
S27,2022-10-28,2.9,8.27,0.7,26.6
PMG,2022-11-21,12.95,8.29,9.5,41.6
GTH,2022-11-21,3.4,8.31,2.09,15.76
TNT,2022-11-23,3.31,8.32,0.69,31.5
MKV,2022-11-16,9.5,8.34,3.84,67.85
CTD,2022-11-23,29.6,8.39,11.03,221.26
SDX,2022-10-28,3.2,8.41,1.3,22.6
QNC,2022-11-23,6.5,8.48,1.8,55.42
PVO,2022-11-23,4.6,8.52,2.47,25.0
HAV,2022-11-23,2.3,8.57,1.4,10.5
TIS,2022-11-23,4.0,8.57,2.5,17.5
NHH,2022-11-23,13.7,8.59,8.08,65.46
L61,2022-11-22,6.0,8.66,3.48,29.1
ITS,2022-11-23,2.9,8.67,1.86,12.0
VLG,2022-11-22,4.1,8.67,2.77,15.34
MHL,2022-11-17,6.0,8.69,2.9,35.66
L62,2022-11-17,4.0,8.71,1.62,27.34
MML,2022-11-23,41.0,8.71,33.06,91.15
TR1,2022-11-22,12.6,8.71,9.37,37.08
CVN,2022-11-23,3.1,8.77,0.89,25.2
FCN,2022-11-23,7.2,8.78,4.01,36.34
DID,2022-11-23,3.7,8.8,2.0,19.32
VC2,2022-11-23,8.1,8.83,2.56,62.72
CMT,2022-11-23,10.4,8.87,4.5,66.5
VTA,2022-11-23,4.5,8.92,1.1,38.1
DAT,2022-11-23,11.1,8.94,4.66,72.0
PVB,2022-11-23,10.9,8.97,6.17,52.72
STB,2022-11-23,17.5,8.98,7.12,115.53
CAB,2022-11-23,18.5,9.03,10.2,91.94
NAU,2022-11-22,4.9,9.14,3.86,11.38
DIG,2022-11-23,12.1,9.17,2.69,102.63
SBR,2022-11-16,9.9,9.19,8.4,16.32
DAN,2022-11-22,25.9,9.24,19.1,73.56
VTD,2022-11-23,8.7,9.31,6.06,28.35
SDC,2022-11-09,8.3,9.42,2.84,57.94
DTE,2022-11-22,9.6,9.45,7.0,27.5
OCB,2022-11-23,14.8,9.46,11.8,31.7
HFC,2022-11-09,8.2,9.49,4.0,44.24
CQN,2022-11-17,17.0,9.51,13.45,37.33
VES,2022-07-01,4.1,9.54,0.6,36.7
DDV,2022-11-23,7.8,9.55,3.79,42.0
VHD,2022-11-23,8.8,9.58,3.8,52.2
G36,2022-11-23,5.0,9.64,2.3,28.0
SCI,2022-11-23,7.7,9.7,1.66,62.25
BAF,2022-11-23,16.8,9.72,13.04,38.7
